08:45:01,0,7719,7720,7717,7717,660,95
08:45:02,0,7717,7719,7715,7715,44,18
08:45:03,0,7716,7717,7715,7715,32,14
08:45:04,0,7716,7718,7714,7714,78,23
08:45:05,0,7717,7719,7714,7717,90,28
08:45:06,0,7717,7718,7716,7718,68,16
08:45:07,0,7717,7719,7717,7719,30,10
08:45:08,0,7719,7722,7718,7719,100,24
08:45:09,0,7720,7723,7718,7719,70,28
08:45:10,0,7719,7721,7717,7717,36,13
08:45:11,0,7720,7720,7717,7719,10,5
08:45:12,0,7718,7719,7717,7718,24,9
08:45:13,0,7718,7720,7718,7720,52,8
08:45:14,0,7718,7719,7716,7719,16,6
08:45:15,0,7717,7720,7717,7720,26,10
08:45:16,0,7719,7720,7717,7719,32,10
08:45:17,0,7719,7720,7718,7720,52,11
08:45:18,0,7718,7720,7716,7718,70,18
08:45:19,0,7719,7719,7717,7719,8,4
08:45:20,0,7718,7720,7718,7718,38,11
08:45:21,0,7718,7721,7717,7719,34,11
08:45:22,0,7718,7720,7717,7717,20,10
08:45:23,0,7720,7720,7717,7718,14,4
08:45:24,0,7718,7719,7716,7716,26,9
08:45:25,0,7717,7718,7716,7716,28,6
08:45:26,0,7718,7718,7715,7717,40,12
08:45:27,0,7715,7716,7714,7716,112,17
08:45:28,0,7714,7716,7714,7714,36,7
08:45:29,0,7714,7715,7714,7714,66,20
08:45:30,0,7713,7714,7712,7712,28,11
08:45:31,0,7712,7713,7711,7712,58,18
08:45:32,0,7712,7712,7710,7710,56,21
08:45:33,0,7710,7711,7709,7710,72,19
08:45:34,0,7710,7710,7707,7709,48,20
08:45:35,0,7709,7710,7707,7707,70,23
08:45:36,0,7708,7710,7707,7708,74,15
08:45:37,0,7708,7710,7706,7709,74,19
08:45:38,0,7709,7710,7709,7709,48,11
08:45:39,0,7710,7711,7709,7710,58,14
08:45:40,0,7711,7711,7710,7711,26,7
08:45:41,0,7710,7712,7709,7711,64,22
08:45:42,0,7710,7711,7708,7711,62,17
08:45:43,0,7710,7712,7707,7710,48,16
08:45:44,0,7710,7710,7709,7709,14,7
08:45:45,0,7711,7711,7709,7709,12,6
08:45:46,0,7709,7709,7707,7709,48,17
08:45:47,0,7709,7709,7708,7709,10,3
08:45:48,0,7710,7710,7707,7708,64,18
08:45:49,0,7709,7711,7709,7710,14,6
08:45:50,0,7710,7711,7710,7710,14,5
08:45:51,0,7710,7711,7708,7711,52,19
08:45:52,0,7711,7711,7710,7710,10,4
08:45:53,0,7709,7710,7709,7710,64,9
08:45:54,0,7710,7710,7708,7710,52,12
08:45:55,0,7709,7709,7708,7708,8,4
08:45:56,0,7710,7710,7709,7709,6,2
08:45:57,0,7709,7710,7709,7710,22,7
08:45:58,0,7709,7710,7709,7710,20,7
08:45:59,0,7710,7710,7708,7708,28,10
08:46:00,0,7709,7710,7709,7710,10,3
08:46:01,0,7710,7710,7709,7709,22,9
08:46:02,0,7709,7710,7709,7710,12,5
08:46:03,0,7709,7710,7709,7709,16,3
08:46:04,0,7710,7710,7710,7710,18,6
08:46:05,0,7710,7713,7710,7713,84,9
08:46:06,0,7712,7714,7710,7711,104,27
08:46:07,0,7713,7713,7710,7710,26,10
08:46:08,0,7713,7713,7710,7710,40,14
08:46:09,0,7712,7713,7711,7711,12,6
08:46:10,0,7712,7712,7710,7710,8,2
08:46:11,0,7711,7712,7711,7712,6,3
08:46:12,0,7710,7711,7710,7711,14,5
08:46:13,0,7711,7712,7710,7710,14,5
08:46:14,0,7711,7711,7711,7711,6,1
08:46:15,0,7711,7711,7711,7711,4,2
08:46:16,0,7712,7712,7712,7712,2,1
08:46:17,0,7712,7713,7711,7713,96,5
08:46:18,0,7714,7714,7714,7714,4,2
08:46:19,0,7714,7714,7713,7714,12,5
08:46:20,0,7713,7715,7713,7713,28,4
08:46:21,0,7714,7714,7713,7714,28,9
08:46:22,0,7713,7713,7713,7713,14,3
08:46:23,0,7713,7715,7713,7715,26,6
08:46:24,0,7715,7715,7713,7714,36,7
08:46:25,0,7714,7714,7713,7713,22,8
08:46:26,0,7713,7714,7713,7714,46,10
08:46:27,0,7713,7713,7713,7713,20,4
08:46:28,0,7713,7714,7712,7714,12,6
08:46:29,0,7714,7714,7714,7714,16,3
08:46:30,0,7714,7714,7713,7713,20,8
08:46:31,0,7713,7713,7713,7713,22,6
08:46:32,0,7714,7714,7713,7713,14,7
08:46:33,0,7714,7714,7712,7714,26,9
08:46:34,0,7714,7715,7714,7714,18,5
08:46:35,0,7714,7715,7713,7715,30,11
08:46:36,0,7714,7714,7712,7712,4,2
08:46:37,0,7713,7714,7713,7713,6,3
08:46:38,0,7714,7714,7714,7714,2,1
08:46:39,0,7714,7715,7713,7714,78,9
08:46:40,0,7715,7715,7714,7715,10,4
08:46:41,0,7714,7715,7714,7715,34,11
08:46:42,0,7715,7715,7714,7715,18,6
08:46:43,0,7715,7716,7715,7716,16,7
08:46:44,0,7716,7717,7715,7715,12,6
08:46:45,0,7716,7716,7716,7716,2,1
08:46:46,0,7715,7716,7715,7716,8,4
08:46:47,0,7715,7715,7715,7715,4,2
08:46:48,0,7715,7716,7715,7716,8,4
08:46:49,0,7715,7716,7715,7715,16,5
08:46:50,0,7715,7715,7715,7715,2,1
08:46:51,0,7716,7716,7715,7715,6,3
08:46:52,0,7716,7717,7715,7715,12,4
08:46:53,0,7716,7716,7716,7716,2,1
