08:45:01,0,7750,7751,7750,7751,316,68
08:45:02,0,7751,7752,7751,7752,46,5
08:45:03,0,7751,7752,7750,7750,38,11
08:45:04,0,7751,7753,7749,7753,46,14
08:45:05,0,7749,7751,7746,7746,72,26
08:45:06,0,7746,7749,7745,7749,34,8
08:45:07,0,7747,7747,7746,7746,24,9
08:45:08,0,7747,7747,7745,7746,50,16
08:45:09,0,7747,7749,7744,7748,56,15
08:45:10,0,7746,7748,7744,7748,26,8
08:45:11,0,7747,7753,7747,7751,48,12
08:45:12,0,7750,7753,7749,7751,32,9
08:45:13,0,7751,7752,7751,7751,18,5
08:45:14,0,7753,7754,7750,7750,48,16
08:45:15,0,7751,7752,7750,7752,32,8
08:45:16,0,7752,7752,7752,7752,0,0
08:45:17,0,7749,7749,7748,7749,16,7
08:45:18,0,7748,7748,7748,7748,10,3
08:45:19,0,7748,7748,7747,7747,4,2
08:45:20,0,7748,7748,7748,7748,4,2
08:45:21,0,7748,7749,7748,7749,10,3
08:45:22,0,7748,7748,7747,7747,14,7
08:45:23,0,7747,7748,7747,7748,12,5
08:45:24,0,7748,7748,7748,7748,6,3
08:45:25,0,7747,7748,7747,7748,8,2
08:45:26,0,7747,7748,7747,7747,26,10
08:45:27,0,7747,7747,7747,7747,2,1
08:45:28,0,7747,7748,7747,7748,14,2
08:45:29,0,7748,7748,7746,7748,8,4
08:45:30,0,7748,7749,7747,7747,28,8
08:45:31,0,7747,7747,7747,7747,8,2
08:45:32,0,7748,7749,7746,7749,36,9
08:45:33,0,7748,7748,7747,7747,20,8
08:45:34,0,7747,7748,7746,7748,8,4
08:45:35,0,7748,7748,7748,7748,4,1
08:45:36,0,7746,7748,7746,7748,22,8
08:45:37,0,7747,7748,7746,7748,28,9
08:45:38,0,7749,7749,7747,7747,12,5
08:45:39,0,7749,7749,7747,7747,12,2
08:45:40,0,7749,7749,7748,7749,8,4
08:45:41,0,7750,7752,7750,7750,58,6
08:45:42,0,7750,7751,7750,7750,30,10
08:45:43,0,7751,7752,7751,7751,20,6
08:45:44,0,7753,7753,7753,7753,16,4
08:45:45,0,7752,7753,7751,7753,34,7
08:45:46,0,7753,7753,7751,7753,42,10
08:45:47,0,7753,7753,7752,7753,18,7
08:45:48,0,7752,7753,7752,7753,6,3
08:45:49,0,7752,7753,7752,7753,4,2
08:45:50,0,7753,7755,7753,7755,66,4
08:45:51,0,7754,7754,7754,7754,8,3
08:45:52,0,7755,7756,7754,7756,38,11
08:45:53,0,7756,7756,7755,7756,48,11
08:45:54,0,7756,7757,7755,7756,32,13
08:45:55,0,7757,7758,7757,7758,28,9
08:45:56,0,7757,7759,7757,7759,32,12
08:45:57,0,7758,7759,7758,7759,10,3
08:45:58,0,7759,7759,7759,7759,42,7
08:45:59,0,7759,7760,7759,7760,16,5
08:46:00,0,7760,7760,7759,7759,16,6
08:46:01,0,7759,7759,7758,7758,6,3
08:46:02,0,7759,7759,7758,7758,18,5
08:46:03,0,7759,7759,7758,7758,34,9
08:46:04,0,7759,7759,7758,7759,14,7
08:46:05,0,7758,7758,7758,7758,12,2
08:46:06,0,7758,7758,7757,7758,16,4
08:46:07,0,7758,7759,7758,7759,22,6
08:46:08,0,7759,7759,7758,7759,8,3
08:46:09,0,7759,7759,7758,7759,22,6
08:46:10,0,7760,7760,7760,7760,12,4
08:46:11,0,7760,7762,7760,7762,66,14
08:46:12,0,7762,7763,7761,7761,62,15
08:46:13,0,7762,7763,7761,7763,44,13
08:46:14,0,7762,7763,7761,7763,44,13
08:46:15,0,7760,7763,7760,7763,30,12
08:46:16,0,7763,7763,7762,7763,34,8
08:46:17,0,7763,7763,7762,7762,10,5
08:46:18,0,7762,7763,7762,7763,8,3
08:46:19,0,7763,7763,7762,7763,16,6
08:46:20,0,7763,7764,7763,7763,20,9
08:46:21,0,7763,7764,7763,7763,20,6
08:46:22,0,7764,7764,7763,7764,28,8
08:46:23,0,7764,7765,7764,7765,6,3
08:46:24,0,7765,7765,7764,7765,24,7
08:46:25,0,7765,7765,7765,7765,4,1
08:46:26,0,7765,7765,7765,7765,8,3
08:46:27,0,7764,7765,7764,7764,26,4
08:46:28,0,7765,7765,7764,7764,14,5
08:46:29,0,7765,7765,7764,7765,62,9
08:46:30,0,7765,7766,7765,7766,46,7
08:46:31,0,7765,7766,7764,7766,22,9
08:46:32,0,7765,7766,7764,7766,26,8
08:46:33,0,7766,7766,7765,7765,14,5
08:46:34,0,7766,7766,7766,7766,20,6
08:46:35,0,7766,7767,7765,7767,78,14
08:46:36,0,7766,7767,7765,7767,48,8
08:46:37,0,7767,7767,7765,7765,24,7
08:46:38,0,7766,7768,7765,7766,124,9
08:46:39,0,7767,7768,7766,7766,62,4
08:46:40,0,7766,7768,7766,7768,70,7
08:46:41,0,7767,7768,7766,7768,16,5
08:46:42,0,7766,7766,7766,7766,4,2
08:46:43,0,7766,7766,7766,7766,22,9
08:46:44,0,7766,7766,7766,7766,2,1
08:46:45,0,7765,7766,7765,7766,18,8
08:46:46,0,7766,7766,7765,7765,10,5
08:46:47,0,7765,7766,7764,7765,26,11
08:46:48,0,7764,7765,7764,7765,12,6
08:46:49,0,7764,7764,7764,7764,2,1
08:46:50,0,7764,7765,7764,7765,6,3
08:46:51,0,7765,7765,7764,7764,12,6
08:46:52,0,7765,7765,7763,7764,18,7
08:46:53,0,7763,7765,7763,7764,14,4
08:46:54,0,7763,7763,7763,7763,2,1
08:46:55,0,7763,7764,7763,7764,6,3
08:46:56,0,7763,7763,7763,7763,10,4
08:46:57,0,7764,7764,7764,7764,12,3
08:46:58,0,7764,7764,7764,7764,0,0
08:46:59,0,7764,7764,7764,7764,2,1
08:47:00,0,7763,7764,7763,7764,8,2
08:47:01,0,7763,7764,7763,7764,4,2
08:47:02,0,7764,7764,7764,7764,0,0
08:47:03,0,7764,7764,7763,7763,20,3
08:47:04,0,7763,7763,7763,7763,2,1
08:47:05,0,7763,7764,7763,7764,4,2
08:47:06,0,7763,7763,7763,7763,4,2
08:47:07,0,7764,7764,7763,7763,4,2
08:47:08,0,7763,7763,7763,7763,0,0
08:47:09,0,7763,7764,7763,7764,12,4
08:47:10,0,7763,7763,7762,7762,6,3
08:47:11,0,7763,7763,7763,7763,2,1
08:47:12,0,7764,7764,7763,7763,10,5
08:47:13,0,7762,7763,7762,7763,4,2
08:47:14,0,7764,7764,7763,7763,16,2
08:47:15,0,7763,7763,7763,7763,0,0
08:47:16,0,7763,7763,7763,7763,8,3
08:47:17,0,7763,7763,7763,7763,0,0
08:47:18,0,7763,7763,7763,7763,8,3
08:47:19,0,7764,7764,7764,7764,2,1
08:47:20,0,7764,7764,7764,7764,2,1
08:47:21,0,7763,7764,7763,7764,10,3
08:47:22,0,7763,7763,7763,7763,4,2
08:47:23,0,7763,7763,7763,7763,0,0
08:47:24,0,7762,7762,7762,7762,4,2
08:47:25,0,7763,7763,7763,7763,4,2
08:47:26,0,7762,7762,7762,7762,4,2
08:47:27,0,7762,7763,7762,7763,8,2
08:47:28,0,7763,7763,7763,7763,2,1
08:47:29,0,7762,7762,7762,7762,2,1
08:47:30,0,7762,7762,7762,7762,2,1
08:47:31,0,7762,7762,7762,7762,34,8
08:47:32,0,7762,7762,7761,7762,56,19
08:47:33,0,7762,7762,7762,7762,12,4
08:47:34,0,7763,7763,7761,7761,6,3
